,target
2653,698787.4427244101
2654,524384.3658336187
2655,505296.9349412772
2656,600334.2118136714
2657,716324.0537311212
2658,678788.3399192637
2659,667660.1537311212
2660,754429.5849294312
2661,535419.4124994893
2662,694867.6037311212
2663,649349.8524644242
2664,495671.26535776514
2665,535646.3537311212
2666,681161.3491183892
2667,504697.1724644242
2668,564594.8358336187
2669,674268.6369504638
2670,723818.9479983787
2671,533979.4124994893
2672,697707.4427244101
2673,597627.0539110985
2674,648809.8524644242
2675,641865.2566874628
2676,777529.0749294312
2677,730282.3802069426
2678,457255.4647340298
2679,556090.6449294311
2680,603657.0118735133
2681,672972.64180528
2682,543511.832352141
2683,563239.4518735134
2684,737591.5037311212
2685,638258.2579669729
2686,573626.8037311212
2687,539378.0927244101
2688,715640.707966973
2689,707296.6918735134
2690,642634.6923281042
2691,548655.9649412772
2692,502447.4423521411
2693,495158.26535776514
2694,745809.6558336186
2695,595705.1349294311
2696,532471.1025970788
2697,578379.1314326305
2698,518906.3218052801
2699,761032.8118735134
2700,645125.0647340297
2701,452516.44535776513
2702,586950.7891183892
2703,670568.1812369471
2704,755693.6039110986
2705,601188.0508572765
2706,682232.3491183892
2707,564945.8358336187
2708,603945.0118735133
2709,678027.5308572765
2710,734926.30180528
2711,643154.7621824719
2712,618902.1599192637
2713,780897.1314326304
2714,599631.9612148325
2715,597915.0539110985
2716,695549.6681415535
2717,537197.5412369472
2718,577191.1314326305
2719,640633.545357765
2720,602127.7879983787
2721,675849.2653672725
2722,725819.1787274452
2723,744945.6558336186
2724,459815.2524644242
2725,613253.5447340297
2726,761626.0569504637
2727,525387.5533498311
2728,637510.9933498312
2729,603892.0740008645
2730,582905.0124644242
2731,499612.22272441006
2732,702078.9839110986
2733,608034.2537311212
2734,705599.4299192637
2735,578169.0247340297
2736,744336.0118136714
2737,607521.2537311212
2738,562569.8518136714
2739,637512.6012148325
2740,784161.3718735133
2741,450520.5079669729
2742,804931.9318735134
2743,742695.1447340297
2744,707523.4153672726
2745,672665.5727244101
2746,741624.1447340297
2747,566416.0333498312
2748,455995.4647340298
2749,534775.8079669729
2750,646452.007679752
2751,588783.9949412772
2752,738781.1612369472
2753,715208.707966973
2754,536801.5412369472
2755,587265.7891183892
2756,766243.3933498312
2757,557525.8108572764
2758,637023.7758336186
2759,452467.4537311212
2760,668562.1149294311
2761,736167.2518735133
2762,751552.922182472
2763,682869.1314326305
2764,733674.6076797519
2765,669066.1149294311
2766,669898.3202069426
2767,702150.9839110986
2768,634973.3639110986
2769,615272.6123521412
2770,716999.0537311212
2771,580067.222352141
2772,672056.8904500827
2773,533236.8079669729
2774,530529.3921824719
2775,500547.98473402974
2776,509203.7491183892
2777,762247.8118735134
2778,717382.1324994892
2779,648656.8524644242
2780,784809.3718735133
2781,640314.1153672726
2782,700665.7823521411
2783,744041.1281415536
2784,692041.0849412772
2785,678648.5308572765
2786,717319.1324994892
2787,790336.2049412772
2788,574770.2012369471
2789,720991.1149412772
2790,779395.9139110985
2791,604945.0740008645
2792,610188.2523281042
2793,538329.1314326305
2794,599874.9612148325
2795,598579.2118136714
2796,704831.8812148325
2797,643339.7027244101
2798,716153.707966973
2799,721367.6518136715
2800,636447.7758336186
2801,457066.4647340298
2802,513673.4339110986
2803,677923.7724644243
2804,449857.7625970788
2805,738300.8253577651
2806,693890.5124994892
2807,734904.5653672726
2808,698364.1579983787
2809,535302.4124994893
2810,691461.4440008645
2811,716720.707966973
2812,661021.0549412773
2813,530097.3921824719
2814,761752.8118735134
2815,668967.1149294311
2816,626059.0249412772
2817,720237.0123281042
2818,764740.8581415537
2819,480429.8958336187
2820,744554.1281415536
2821,736050.2518735133
2822,620829.3091183892
2823,674700.6369504638
2824,729536.1321824719
2825,487218.602182472
2826,713706.7708572765
2827,752262.4966874628
2828,785169.3718735133
2829,524614.2079983788
2830,455490.35272441007
2831,777988.0749294312
2832,666749.9381415535
2833,671369.5727244101
2834,451180.4537311212
2835,537008.5412369472
2836,641095.6923281042
2837,776772.007679752
2838,771048.5566874628
2839,703226.342182472
2840,733630.30180528
2841,766616.1258336187
2842,621018.3091183892
2843,738970.1612369472
2844,641079.1153672726
2845,703377.3766874628
2846,784464.8653672726
2847,490399.2076797519
2848,701845.3387274452
2849,575346.2012369471
2850,636690.1125970788
2851,550148.3804500827
2852,670163.1812369471
2853,653321.8291183892
2854,495923.26535776514
2855,548986.2691183892
2856,642225.2566874628
2857,616548.1314326305
2858,675093.2653672725
2859,765966.4004500827
2860,524667.5533498311
2861,459940.4587274453
2862,615495.1314326305
2863,673179.2412148325
2864,573509.8037311212
2865,692617.0849412772
2866,549634.2691183892
2867,637466.2579669729
2868,667154.9381415535
2869,696224.8412369471
2870,572569.957966973
2871,492139.7040008646
2872,569367.182182472
2873,458494.0523521411
2874,549068.3804500827
2875,669574.6739110985
2876,744309.0118136714
2877,728760.4366874628
2878,514348.4339110986
2879,696134.6681415535
2880,699130.1047340297
2881,565696.0333498312
2882,747516.9133498312
2883,751398.4966874628
2884,608601.2537311212
2885,650744.2499192636
2886,570229.2840008646
2887,448576.9140008646
2888,562650.8518136714
2889,505080.9349412772
2890,639718.5718735134
2891,698095.1047340297
2892,485658.01668746286
2893,586374.7891183892
2894,523412.3658336187
2895,612101.5447340297
2896,532498.4940008646
2897,703449.3766874628
2898,634572.6249294311
2899,606093.4425970789
2900,557344.2302069425
2901,717547.0053577651
2902,529239.0766874629
2903,641777.7621824719
2904,675465.6369504638
2905,447037.9140008646
2906,705960.9718052801
2907,772246.712182472
2908,740344.4523281042
2909,668641.3653577651
2910,561344.65180528
2911,611754.8327244101
2912,521601.4918136714
2913,671594.5727244101
2914,767001.4004500827
2915,602492.3058336186
2916,481276.4179983788
2917,637023.5779983787
2918,534155.407679752
2919,760660.6318052801
2920,607151.972182472
2921,601928.9818052801
2922,562062.7481415536
2923,602141.3058336186
2924,602316.7879983787
2925,494362.9037311211
2926,740749.4523281042
2927,673729.5847340297
2928,504216.9349412772
2929,734154.0240008646
2930,764316.3718136714
2931,494913.1314326305
2932,557193.7439110986
2933,534991.8079669729
2934,549571.2691183892
2935,742911.1447340297
2936,728159.1321824719
2937,823915.7308572765
2938,713415.2340008646
2939,563547.7481415536
